posting_date,work_year,job_title,ai_role_category,experience_level,employment_type,salary_usd,salary_band,company_location,region,employee_residence,remote_type,company_size,industry,ai_tools_required,yoy_demand_change,high_demand,ai_disruption_risk,data_note
2023-08-07,2023,Machine Learning Engineer,Machine Learning,Mid Level,Full-Time,150450.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"R, Caret, tidymodels, ggplot2",0.18,True,Low,real
2023-12-12,2023,Data Scientist,Data Science,Entry Level,Full-Time,51753.0,$50K-$80K,Canada,North America,Canada,Remote,Large (250+),Technology,"Python, Polars, DuckDB, Plotly",0.1,True,Medium,real
2023-08-02,2023,Data Architect,Other AI / Data,Senior,Full-Time,250500.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Plotly, Streamlit",0.08,False,Medium,real
2023-11-24,2023,Data Architect,Other AI / Data,Senior,Full-Time,159500.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Pandas, Matplotlib",0.07,False,Medium,real
2023-06-14,2023,Data Engineer,Data Engineering,Senior,Full-Time,145000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, dbt, Fivetran, Databricks",0.3,True,Medium,real
2023-04-22,2023,Data Engineer,Data Engineering,Senior,Full-Time,115000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Prefect, dbt, BigQuery",0.15,True,Medium,real
2023-08-23,2023,Data Analyst,Data Analytics,Senior,Full-Time,140000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, dbt, Hex, Snowflake",-0.02,False,High,real
2023-08-05,2023,Data Analyst,Data Analytics,Senior,Full-Time,120000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Mixpanel, Python, Amplitude",0.01,False,High,real
2023-10-09,2023,Data Scientist,Data Science,Entry Level,Full-Time,130001.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, PyTorch, Pandas, Seaborn",0.12,True,Medium,real
2023-01-21,2023,Data Scientist,Data Science,Entry Level,Full-Time,71907.0,$50K-$80K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, TensorFlow, BigQuery, Looker",0.12,True,Medium,real
2023-04-11,2023,Data Scientist,Data Science,Mid Level,Full-Time,93918.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Pandas, Scikit-learn, Matplotlib",0.05,False,Medium,real
2023-04-05,2023,Data Scientist,Data Science,Mid Level,Full-Time,51962.0,$50K-$80K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SQL, Scikit-learn, Tableau",0.1,True,Medium,real
2023-07-03,2023,Data Analyst,Data Analytics,Senior,Full-Time,175000.0,$120K-$180K,Canada,North America,Canada,Remote,Medium (50-250),Technology,"SQL, Python, Tableau, Excel",0.01,False,High,real
2023-11-27,2023,Data Analyst,Data Analytics,Senior,Full-Time,135000.0,$120K-$180K,Canada,North America,Canada,Remote,Medium (50-250),Technology,"SQL, Mode, Python, Redshift",-0.05,False,High,real
2023-07-17,2023,Data Engineer,Data Engineering,Entry Level,Full-Time,85000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Prefect, dbt, BigQuery",0.3,True,Medium,real
2023-11-02,2023,Data Engineer,Data Engineering,Entry Level,Full-Time,65000.0,$50K-$80K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, GCP Dataflow, BigQuery, Pub/Sub",0.15,True,Medium,real
2023-08-24,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,257000.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, XGBoost, SHAP, Plotly",0.25,True,Low,real
2023-11-01,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,147000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, AutoML, H2O, PyCaret",0.18,True,Low,real
2023-05-07,2023,Data Engineer,Data Engineering,Senior,Full-Time,222000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, dbt, Fivetran, Databricks",0.3,True,Medium,real
2023-07-14,2023,Data Engineer,Data Engineering,Senior,Full-Time,175000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Airbyte, dbt, Snowflake",0.25,True,Medium,real
2023-08-05,2023,Data Scientist,Data Science,Senior,Full-Time,203000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Spark, Databricks, SQL",0.07,False,Medium,real
2023-09-19,2023,Data Scientist,Data Science,Senior,Full-Time,133200.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, R, Tidyverse, ggplot2",0.07,False,Medium,real
2023-03-28,2023,Applied Scientist,Data Science,Entry Level,Full-Time,213660.0,$180K-$250K,United States,North America,United States,On-site,Large (250+),Technology,"Python, R, Tidyverse, ggplot2",0.12,True,Medium,real
2023-03-28,2023,Applied Scientist,Data Science,Entry Level,Full-Time,130760.0,$120K-$180K,United States,North America,United States,On-site,Large (250+),Technology,"Python, R, Tidyverse, ggplot2",0.12,True,Medium,real
2023-04-11,2023,Data Engineer,Data Engineering,Senior,Full-Time,221000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, AWS Glue, Redshift, S3",0.22,True,Medium,real
2023-05-23,2023,Data Engineer,Data Engineering,Senior,Full-Time,147000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Flink, Kafka, Iceberg",0.18,True,Medium,real
2023-10-25,2023,Data Quality Analyst,Other AI / Data,Senior,Full-Time,100000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"R, Python, SQL, ggplot2",0.05,False,Medium,real
2023-01-02,2023,Data Quality Analyst,Other AI / Data,Senior,Full-Time,80000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, dbt, SQL, Looker",0.07,False,Medium,real
2023-07-08,2023,Data Scientist,Data Science,Senior,Full-Time,185900.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Pandas, Scikit-learn, Matplotlib",0.08,False,Medium,real
2023-09-09,2023,Data Scientist,Data Science,Senior,Full-Time,129300.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, XGBoost, SHAP, SQL",0.05,False,Medium,real
2023-08-27,2023,Data Scientist,Data Science,Senior,Full-Time,238000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, PyTorch, Pandas, Seaborn",0.08,False,Medium,real
2023-05-03,2023,Data Scientist,Data Science,Senior,Full-Time,156000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Scikit-learn, SQL, Power BI",0.12,True,Medium,real
2023-04-02,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,304000.0,$250K+,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Scikit-learn, XGBoost, Pandas",0.25,True,Low,real
2023-12-07,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,199000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, PyTorch, Ray Tune, Weights & Biases",0.15,True,Low,real
2023-07-05,2023,Big Data Engineer,Data Engineering,Mid Level,Full-Time,48289.0,<$50K,Spain,Europe,Spain,Remote,Medium (50-250),Technology,"Python, AWS Glue, Redshift, S3",0.05,False,Medium,real
2023-05-21,2023,Data Engineer,Data Engineering,Senior,Full-Time,150000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Azure Data Factory, Synapse, SQL",0.15,True,Medium,real
2023-07-26,2023,Data Engineer,Data Engineering,Senior,Full-Time,130000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Flink, Kafka, Iceberg",0.15,True,Medium,real
2023-12-05,2023,Data Scientist,Data Science,Senior,Full-Time,140000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, PyTorch, Pandas, Seaborn",0.05,False,Medium,real
2023-01-20,2023,Data Scientist,Data Science,Senior,Full-Time,110000.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Pandas, SQL, Streamlit",0.08,False,Medium,real
2023-01-13,2023,Data Analyst,Data Analytics,Mid Level,Full-Time,90000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Looker, Python, BigQuery",-0.02,False,High,real
2023-10-21,2023,Data Analyst,Data Analytics,Mid Level,Full-Time,75000.0,$50K-$80K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Mode, Python, Redshift",-0.05,False,High,real
2023-03-20,2023,Research Scientist,Data Science,Mid Level,Full-Time,195895.0,$180K-$250K,United Kingdom,Europe,United Kingdom,On-site,Medium (50-250),Technology,"Python, Spark, Databricks, SQL",0.12,True,Medium,real
2023-11-06,2023,Research Scientist,Data Science,Mid Level,Full-Time,102772.0,$80K-$120K,United Kingdom,Europe,United Kingdom,On-site,Medium (50-250),Technology,"Python, R, Tidyverse, ggplot2",0.12,True,Medium,real
2023-02-20,2023,Data Engineer,Data Engineering,Senior,Full-Time,240000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Airbyte, dbt, Snowflake",0.3,True,Medium,real
2023-02-18,2023,Data Engineer,Data Engineering,Senior,Full-Time,183600.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Luigi, Hive, Presto",0.3,True,Medium,real
2023-07-25,2023,Data Specialist,Other AI / Data,Mid Level,Full-Time,130000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, R, SQL, Excel",0.08,False,Medium,real
2023-12-02,2023,Data Specialist,Other AI / Data,Mid Level,Full-Time,80000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, R, SQL, Excel",0.1,True,Medium,real
2023-10-25,2023,Data Engineer,Data Engineering,Senior,Full-Time,250000.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, dbt, Airflow, Snowflake",0.25,True,Medium,real
2023-02-26,2023,Data Engineer,Data Engineering,Senior,Full-Time,150000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Azure Data Factory, Synapse, SQL",0.15,True,Medium,real
2023-11-06,2023,Data Analytics Manager,Data Analytics,Senior,Full-Time,160000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Looker, Python, BigQuery",0.1,True,High,real
2023-04-09,2023,Data Analytics Manager,Data Analytics,Senior,Full-Time,120000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Excel, SQL, Power BI, Python",0.12,True,High,real
2023-02-25,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,289076.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, JAX, Flax, TPU",0.18,True,Low,real
2023-06-03,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,202353.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, LightGBM, CatBoost, Optuna",0.25,True,Low,real
2023-08-01,2023,Data Engineer,Data Engineering,Senior,Full-Time,145000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Apache Spark, Airflow, SQL",0.15,True,Medium,real
2023-10-01,2023,Data Engineer,Data Engineering,Senior,Full-Time,120000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, AWS Glue, Redshift, S3",0.15,True,Medium,real
2023-04-19,2023,Data Analyst,Data Analytics,Senior,Full-Time,155000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Python, Tableau, Excel",-0.05,False,High,real
2023-05-05,2023,Data Analyst,Data Analytics,Senior,Full-Time,106000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Mode, Python, Redshift",-0.05,False,High,real
2023-04-13,2023,Data Engineer,Data Engineering,Senior,Full-Time,200000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, GCP Dataflow, BigQuery, Pub/Sub",0.3,True,Medium,real
2023-03-19,2023,Data Engineer,Data Engineering,Senior,Full-Time,160000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, AWS Glue, Redshift, S3",0.15,True,Medium,real
2023-05-12,2023,Data Scientist,Data Science,Senior,Full-Time,157750.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, XGBoost, SHAP, SQL",0.1,True,Medium,real
2023-09-16,2023,Data Scientist,Data Science,Senior,Full-Time,104650.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, XGBoost, SHAP, SQL",0.08,False,Medium,real
2023-08-25,2023,Data Scientist,Data Science,Mid Level,Full-Time,180000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"R, Python, SAS, Tableau",0.08,False,Medium,real
2023-08-25,2023,Data Scientist,Data Science,Mid Level,Full-Time,140000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, R, Tidyverse, ggplot2",0.07,False,Medium,real
2023-08-19,2023,Data Scientist,Data Science,Executive,Full-Time,200000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Pandas, Scikit-learn, Matplotlib",0.12,True,Medium,real
2023-12-03,2023,Data Scientist,Data Science,Executive,Full-Time,145000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Pandas, Scikit-learn, Matplotlib",0.08,False,Medium,real
2023-08-12,2023,Senior Data Analyst,Data Analytics,Mid Level,Full-Time,68000.0,$50K-$80K,United States,North America,United States,On-site,Large (250+),Technology,"SQL, Sigma, dbt, Databricks",0.05,False,High,real
2023-07-05,2023,BI Data Engineer,Data Engineering,Entry Level,Full-Time,60000.0,$50K-$80K,United States,North America,United States,Remote,Medium (50-250),Technology,"Scala, Spark, Kafka, HDFS",0.07,False,Medium,real
2023-08-02,2023,Data Scientist,Data Science,Senior,Full-Time,48289.0,<$50K,Spain,Europe,Spain,On-site,Medium (50-250),Technology,"Python, R, Tidyverse, ggplot2",0.1,True,Medium,real
2023-11-22,2023,Data Scientist,Data Science,Senior,Full-Time,38631.0,<$50K,Spain,Europe,Spain,On-site,Medium (50-250),Technology,"Python, Statsmodels, Scipy, Matplotlib",0.07,False,Medium,real
2023-08-07,2023,Data Engineer,Data Engineering,Entry Level,Full-Time,85000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, dbt, Fivetran, Databricks",0.18,True,Medium,real
2023-08-13,2023,Data Engineer,Data Engineering,Entry Level,Full-Time,65000.0,$50K-$80K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Azure Data Factory, Synapse, SQL",0.25,True,Medium,real
2023-12-25,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,125000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Databricks, Unity Catalog, SQL",0.25,True,Medium,real
2023-10-15,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,90000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Databricks, Unity Catalog, SQL",0.25,True,Medium,real
2023-07-22,2023,Data Analyst,Data Analytics,Senior,Full-Time,105000.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SQL, Tableau, Pandas",0.03,False,High,real
2023-12-03,2023,Data Analyst,Data Analytics,Senior,Full-Time,90000.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SQL, Tableau, Pandas",0.01,False,High,real
2023-01-28,2023,Analytics Engineer,Data Analytics,Senior,Full-Time,179820.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Excel, SQL, Power BI, Python",0.18,True,High,real
2023-04-21,2023,Analytics Engineer,Data Analytics,Senior,Full-Time,143860.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Looker, Python, BigQuery",0.25,True,High,real
2023-04-20,2023,Data Analyst,Data Analytics,Senior,Full-Time,135000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Tableau, Pandas",-0.02,False,High,real
2023-05-05,2023,Data Analyst,Data Analytics,Senior,Full-Time,105500.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Google Analytics, Python, Looker",0.03,False,High,real
2023-10-24,2023,Research Engineer,Other AI / Data,Entry Level,Full-Time,155000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, R, SQL, Excel",0.12,True,Medium,real
2023-06-08,2023,Research Engineer,Other AI / Data,Entry Level,Full-Time,125000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Spark, Power BI",0.12,True,Medium,real
2023-04-22,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,241000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, CatBoost, Hyperopt, Pandas",0.18,True,Low,real
2023-02-01,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,181000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Scikit-learn, XGBoost, Pandas",0.18,True,Low,real
2023-06-08,2023,Data Scientist,Data Science,Senior,Full-Time,252000.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, TensorFlow, BigQuery, Looker",0.08,False,Medium,real
2023-08-24,2023,Data Scientist,Data Science,Senior,Full-Time,154000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Polars, DuckDB, Plotly",0.12,True,Medium,real
2023-08-18,2023,Data Architect,Other AI / Data,Executive,Full-Time,180000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Scikit-learn, Tableau",0.12,True,Medium,real
2023-07-20,2023,Data Architect,Other AI / Data,Executive,Full-Time,155000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Spark, Power BI",0.07,False,Medium,real
2023-06-28,2023,Data Scientist,Data Science,Senior,Full-Time,191765.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, TensorFlow, BigQuery, Looker",0.1,True,Medium,real
2023-02-16,2023,Data Scientist,Data Science,Senior,Full-Time,134236.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SciPy, NumPy, Jupyter",0.12,True,Medium,real
2023-07-18,2023,Data Scientist,Data Science,Senior,Full-Time,175000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, R, Tidyverse, ggplot2",0.08,False,Medium,real
2023-11-20,2023,Data Scientist,Data Science,Senior,Full-Time,145000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, PyTorch, Pandas, Seaborn",0.08,False,Medium,real
2023-12-12,2023,Data Scientist,Data Science,Senior,Full-Time,237000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, R, Tidyverse, ggplot2",0.12,True,Medium,real
2023-05-13,2023,Data Scientist,Data Science,Senior,Full-Time,145000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Pandas, Scikit-learn, Matplotlib",0.1,True,Medium,real
2023-06-13,2023,Research Engineer,Other AI / Data,Entry Level,Full-Time,155000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Scikit-learn, Tableau",0.08,False,Medium,real
2023-10-10,2023,Research Engineer,Other AI / Data,Entry Level,Full-Time,125000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Spark, Power BI",0.07,False,Medium,real
2023-08-07,2023,Data Analyst,Data Analytics,Senior,Full-Time,80000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Tableau, Pandas",0.01,False,High,real
2023-08-25,2023,Data Analyst,Data Analytics,Senior,Full-Time,70000.0,$50K-$80K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Looker, Python, BigQuery",-0.02,False,High,real
2023-03-14,2023,Data Engineer,Data Engineering,Senior,Full-Time,146000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Prefect, dbt, BigQuery",0.22,True,Medium,real
2023-12-24,2023,Data Engineer,Data Engineering,Senior,Full-Time,75000.0,$50K-$80K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Airbyte, dbt, Snowflake",0.15,True,Medium,real
2023-12-16,2023,Data Analyst,Data Analytics,Entry Level,Full-Time,64200.0,$50K-$80K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Superset, dbt, Snowflake",-0.05,False,High,real
2023-07-15,2023,Data Analyst,Data Analytics,Entry Level,Full-Time,56100.0,$50K-$80K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Google Analytics, Python, Looker",0.03,False,High,real
2023-01-12,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,170000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Spark MLlib, Databricks, MLflow",0.18,True,Low,real
2023-01-09,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,130000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Scikit-learn, XGBoost, Pandas",0.3,True,Low,real
2023-07-08,2023,Data Analyst,Data Analytics,Senior,Full-Time,208450.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Mode, Python, Redshift",0.01,False,High,real
2023-10-18,2023,Data Analyst,Data Analytics,Senior,Full-Time,170550.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Superset, dbt, Snowflake",0.01,False,High,real
2023-09-23,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,125000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Scikit-learn, Imbalanced-learn, SMOTE",0.18,True,Low,real
2023-07-18,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,100000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, PyTorch, Scikit-learn, MLflow",0.18,True,Low,real
2023-10-13,2023,Data Manager,Leadership,Mid Level,Full-Time,135000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Tableau, Jira",0.07,False,Medium,real
2023-05-28,2023,Data Manager,Leadership,Mid Level,Full-Time,120000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Databricks, Jira",0.07,False,Medium,real
2023-08-27,2023,Data Scientist,Data Science,Senior,Full-Time,200000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Polars, DuckDB, Plotly",0.08,False,Medium,real
2023-02-18,2023,Data Scientist,Data Science,Senior,Full-Time,170000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SciPy, NumPy, Jupyter",0.05,False,Medium,real
2023-09-15,2023,Data Scientist,Data Science,Senior,Full-Time,171250.0,$120K-$180K,Ireland,Europe,Ireland,On-site,Medium (50-250),Technology,"Python, SQL, Pandas, Plotly",0.1,True,Medium,real
2023-06-04,2023,Data Scientist,Data Science,Senior,Full-Time,113750.0,$80K-$120K,Ireland,Europe,Ireland,On-site,Medium (50-250),Technology,"R, Python, SAS, Tableau",0.08,False,Medium,real
2023-09-17,2023,Applied Scientist,Data Science,Senior,Full-Time,222200.0,$180K-$250K,United States,North America,United States,On-site,Large (250+),Technology,"Python, Pandas, Scikit-learn, Matplotlib",0.05,False,Medium,real
2023-02-05,2023,Applied Scientist,Data Science,Senior,Full-Time,136000.0,$120K-$180K,United States,North America,United States,On-site,Large (250+),Technology,"Python, R, Tidyverse, ggplot2",0.12,True,Medium,real
2023-03-22,2023,Applied Scientist,Data Science,Senior,Full-Time,260000.0,$250K+,United States,North America,United States,On-site,Large (250+),Technology,"Python, SQL, Scikit-learn, Tableau",0.07,False,Medium,real
2023-12-16,2023,Applied Scientist,Data Science,Senior,Full-Time,136000.0,$120K-$180K,United States,North America,United States,On-site,Large (250+),Technology,"Python, Spark, Databricks, SQL",0.05,False,Medium,real
2023-08-09,2023,Data Analyst,Data Analytics,Senior,Full-Time,153600.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, dbt, Hex, Snowflake",-0.02,False,High,real
2023-01-10,2023,Data Analyst,Data Analytics,Senior,Full-Time,100500.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Jupyter, Pandas, Plotly",0.03,False,High,real
2023-10-24,2023,Applied Scientist,Data Science,Senior,Full-Time,205000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Statsmodels, Scipy, Matplotlib",0.05,False,Medium,real
2023-07-18,2023,Applied Scientist,Data Science,Senior,Full-Time,184000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SQL, dbt, Looker",0.07,False,Medium,real
2023-07-17,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,115000.0,$80K-$120K,Canada,North America,Canada,Remote,Medium (50-250),Technology,"Python, PyTorch, Scikit-learn, MLflow",0.25,True,Low,real
2023-01-18,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,95000.0,$80K-$120K,Canada,North America,Canada,Remote,Medium (50-250),Technology,"Python, PyTorch, Ray Tune, Weights & Biases",0.22,True,Low,real
2023-09-07,2023,Data Analyst,Data Analytics,Mid Level,Full-Time,182500.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Mode, Python, Redshift",-0.02,False,High,real
2023-08-04,2023,Data Analyst,Data Analytics,Mid Level,Full-Time,121500.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Google Analytics, Python, Looker",0.01,False,High,real
2023-04-26,2023,Data Engineer,Data Engineering,Senior,Full-Time,203100.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, dbt, Airflow, Snowflake",0.15,True,Medium,real
2023-10-05,2023,Data Engineer,Data Engineering,Senior,Full-Time,114500.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Trino, Iceberg, MinIO",0.15,True,Medium,real
2023-11-28,2023,Data Analyst,Data Analytics,Mid Level,Full-Time,72914.0,$50K-$80K,United Kingdom,Europe,United Kingdom,On-site,Medium (50-250),Technology,"Python, SQL, Tableau, Pandas",0.03,False,High,real
2023-05-23,2023,Data Analyst,Data Analytics,Mid Level,Full-Time,54685.0,$50K-$80K,United Kingdom,Europe,United Kingdom,On-site,Medium (50-250),Technology,"R, SQL, ggplot2, Shiny",-0.02,False,High,real
2023-02-16,2023,Data Engineer,Data Engineering,Senior,Full-Time,252000.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, dbt, Airflow, Snowflake",0.3,True,Medium,real
2023-09-03,2023,Data Engineer,Data Engineering,Senior,Full-Time,129000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Trino, Iceberg, MinIO",0.25,True,Medium,real
2023-12-26,2023,Data Engineer,Data Engineering,Entry Level,Full-Time,92700.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Scala, Spark, Kafka, HDFS",0.15,True,Medium,real
2023-12-18,2023,Data Engineer,Data Engineering,Entry Level,Full-Time,61800.0,$50K-$80K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Spark, Delta Lake, MLflow",0.25,True,Medium,real
